"id"	"orig.id"	"file.speaker.id"	"text.id"	"subfile"	"spk.id"	"spk.ref"	"zone"	"title"	"date"	"sex"	"age"	"prov"	"reside"	"ed.lev"	"occupation"	"relig"	"1st.lg"	"other.lgs"	"speech.unit.count"	"word.count"
1108	"552"	"<S2B-008$C>"	"S2B-008"	"1"	"431"	"C"	"northern ireland"	"inside ulster 2"	"1990-1994"	"male"	NA	NA	NA	NA	"peat bog owner"	NA	NA	NA	6	95
1109	"553"	"<S2B-008$D>"	"S2B-008"	"1"	"432"	"D"	"northern ireland"	"inside ulster 2"	"1990-1994"	"male"	"34-41"	"belfast"	"belfast"	"first degree"	"broadcaster"	"protestant"	"english"	NA	18	318
1110	"554"	"<S2B-008$E>"	"S2B-008"	"1"	"433"	"E"	"mixed between ni and roi"	"inside ulster 2"	"1990-1994"	"female"	"26-33"	NA	"belfast"	"postgraduate qualification"	"broadcast journalist"	"catholic"	"english"	"spanish"	9	142
1111	"555"	"<S2B-008$F>"	"S2B-008"	"1"	"434"	"F"	"northern ireland"	"inside ulster 2"	"1990-1994"	"male"	NA	NA	NA	NA	"environmental health officer"	NA	NA	NA	4	112
1112	"556"	"<S2B-008$G>"	"S2B-008"	"1"	"435"	"G"	"northern ireland"	"inside ulster 2"	"1990-1994"	"male"	"34-41"	"antrim"	"antrim"	"doctoral degree"	"civil servant"	"protestant"	"english"	NA	2	91
1113	"557"	"<S2B-008$H>"	"S2B-008"	"1"	"436"	"H"	"northern ireland"	"inside ulster 2"	"1990-1994"	"female"	"26-33"	"belfast"	"belfast"	NA	"news reporter"	"catholic"	NA	NA	10	165
1114	"558"	"<S2B-008$I>"	"S2B-008"	"1"	"437"	"I"	"non-corpus speaker"	"inside ulster 2"	"1990-1994"	"male"	"0-18"	NA	NA	NA	"na"	NA	NA	NA	1	0
1115	"559"	"<S2B-008$J>"	"S2B-008"	"1"	"438"	"J"	"northern ireland"	"inside ulster 2"	"1990-1994"	"male"	"26-33"	"tyrone"	"belfast"	"postgraduate qualification"	"broadcast journalist"	"catholic"	"english"	NA	20	348
1116	"560"	"<S2B-008$K>"	"S2B-008"	"1"	"439"	"K"	"northern ireland"	"inside ulster 2"	"1990-1994"	"male"	NA	NA	NA	NA	"football manager"	NA	NA	NA	4	58
1117	"561"	"<S2B-008$L>"	"S2B-008"	"1"	"440"	"L"	"northern ireland"	"inside ulster 2"	"1990-1994"	"male"	NA	NA	NA	NA	"footballer"	NA	NA	NA	2	57
1118	"562"	"<S2B-008$M>"	"S2B-008"	"1"	"441"	"M"	"northern ireland"	"inside ulster 2"	"1990-1994"	"male"	"42-49"	"antrim"	"antrim"	"first degree"	"broadcaster director"	"protestant"	"english"	NA	5	115
1119	"563"	"<S2B-008$N>"	"S2B-008"	"1"	"442"	"N"	"northern ireland"	"inside ulster 2"	"1990-1994"	"male"	NA	NA	NA	NA	"athlete"	NA	NA	NA	3	61
1120	"564"	"<S2B-009$A>"	"S2B-009"	"1"	"389"	"A"	"northern ireland"	"utv live"	"1990-1994"	"female"	NA	"fermanagh"	"belfast"	"postgraduate qualification"	"broadcast journalist"	NA	"english"	NA	25	425
1121	"565"	"<S2B-009$B>"	"S2B-009"	"1"	"334"	"B"	"northern ireland"	"utv live"	"1990-1994"	"male"	NA	NA	NA	NA	"television presenter"	NA	NA	NA	17	370
1122	"566"	"<S2B-009$C>"	"S2B-009"	"1"	"443"	"C"	"northern ireland"	"utv live"	"1990-1994"	"male"	NA	NA	NA	NA	"na"	NA	NA	NA	4	95
1123	"567"	"<S2B-009$D>"	"S2B-009"	"1"	"444"	"D"	"northern ireland"	"utv live"	"1990-1994"	"male"	"42-49"	"tyrone"	"tyrone"	"postgraduate qualification"	"teacher politician"	"catholic"	"english"	NA	4	100
1124	"568"	"<S2B-009$E>"	"S2B-009"	"1"	"445"	"E"	"northern ireland"	"utv live"	"1990-1994"	"female"	"26-33"	"belfast"	"belfast"	"postgraduate qualification"	"reporter"	"catholic"	"english"	NA	5	118
1125	"569"	"<S2B-009$F>"	"S2B-009"	"1"	"446"	"F"	"northern ireland"	"utv live"	"1990-1994"	"male"	"50+"	"antrim"	"antrim"	"first degree"	"retired civil servant"	"catholic"	"english"	NA	7	225
1126	"570"	"<S2B-009$G>"	"S2B-009"	"1"	"447"	"G"	"northern ireland"	"utv live"	"1990-1994"	"female"	NA	NA	NA	NA	"receptionist"	NA	NA	NA	6	92
1127	"571"	"<S2B-009$H>"	"S2B-009"	"1"	"448"	"H"	"northern ireland"	"utv live"	"1990-1994"	"female"	"26-33"	"down"	"down"	"secondary school qualification"	"broadcast journalist"	"protestant"	"english"	NA	9	196
1128	"572"	"<S2B-009$I>"	"S2B-009"	"1"	"449"	"I"	"northern ireland"	"utv live"	"1990-1994"	"male"	NA	NA	NA	NA	"tourist board employee"	NA	NA	NA	7	151
1129	"573"	"<S2B-009$J>"	"S2B-009"	"1"	"450"	"J"	"northern ireland"	"utv live"	"1990-1994"	"male"	"19-25"	"down"	"down"	"secondary school qualification"	"fun park owner"	"protestant"	"english"	NA	3	49
1130	"574"	"<S2B-009$K>"	"S2B-009"	"1"	"190"	"K"	"northern ireland"	"utv live"	"1990-1994"	"male"	"34-41"	"belfast"	"belfast"	"postgraduate qualification"	"journalist broadcaster"	"protestant"	"english"	NA	9	127
1131	"575"	"<S2B-009$L>"	"S2B-009"	"1"	"451"	"L"	"northern ireland"	"utv live"	"1990-1994"	"male"	NA	NA	NA	NA	"teacher"	NA	NA	NA	3	53
1132	"576"	"<S2B-010$A>"	"S2B-010"	"1"	"402"	"A"	"mixed between ni and roi"	"bbc ni"	"1990-1994"	"female"	"26-33"	NA	"belfast"	"postgraduate qualification"	"newsreader"	"catholic"	"english"	"irish gaelic"	16	258
1133	"577"	"<S2B-010$B>"	"S2B-010"	"1"	"432"	"B"	"northern ireland"	"bbc ni"	"1990-1994"	"male"	"34-41"	"belfast"	"belfast"	"first degree"	"broadcaster"	"protestant"	"english"	NA	13	240
1134	"578"	"<S2B-010$C>"	"S2B-010"	"1"	"395"	"C"	"northern ireland"	"bbc ni"	"1990-1994"	"male"	NA	NA	NA	"doctoral degree"	"presbyterian moderator"	"protestant"	NA	NA	15	405
1135	"579"	"<S2B-010$D>"	"S2B-010"	"1"	"452"	"D"	"northern ireland"	"bbc ni"	"1990-1994"	"male"	NA	NA	NA	NA	"newsreporter"	NA	NA	NA	6	146
1136	"580"	"<S2B-010$E>"	"S2B-010"	"1"	"453"	"E"	"northern ireland"	"bbc ni"	"1990-1994"	"female"	NA	NA	"antrim"	NA	"na"	NA	NA	NA	2	46
1137	"581"	"<S2B-010$F>"	"S2B-010"	"1"	"399"	"F"	"northern ireland"	"bbc ni"	"1990-1994"	"male"	NA	NA	NA	NA	"fire officer"	NA	NA	NA	2	48
1138	"582"	"<S2B-010$G>"	"S2B-010"	"1"	"455"	"G"	"northern ireland"	"bbc ni"	"1990-1994"	"female"	NA	NA	NA	NA	"news reporter"	NA	NA	NA	12	151
1139	"583"	"<S2B-010$H>"	"S2B-010"	"1"	"456"	"H"	"northern ireland"	"bbc ni"	"1990-1994"	"male"	NA	NA	NA	NA	"building company employee"	NA	NA	NA	3	38
1140	"584"	"<S2B-010$I>"	"S2B-010"	"1"	"457"	"I"	"northern ireland"	"bbc ni"	"1990-1994"	"male"	NA	NA	NA	NA	"building company employee"	NA	NA	NA	4	23
1141	"585"	"<S2B-010$J>"	"S2B-010"	"1"	"458"	"J"	"northern ireland"	"bbc ni"	"1990-1994"	"male"	NA	NA	NA	NA	"receiver"	NA	NA	NA	1	25
1142	"586"	"<S2B-010$K>"	"S2B-010"	"1"	"237"	"K"	"northern ireland"	"bbc ni"	"1990-1994"	"male"	"50+"	"(london)derry"	"(london)derry"	"primary education"	"farmer politician"	"protestant"	"english"	NA	2	42
1143	"587"	"<S2B-010$L>"	"S2B-010"	"1"	"430"	"L"	"northern ireland"	"bbc ni"	"1990-1994"	"male"	NA	NA	NA	NA	"news reporter"	NA	NA	NA	16	238
1144	"588"	"<S2B-010$M>"	"S2B-010"	"1"	"459"	"M"	"mixed between ni and roi"	"bbc ni"	"1990-1994"	"male"	"42-49"	NA	"antrim"	"first degree"	"civil servant"	"protestant"	"english"	"french"	3	78
1145	"589"	"<S2B-010$N>"	"S2B-010"	"1"	"460"	"N"	"northern ireland"	"bbc ni"	"1990-1994"	"male"	NA	NA	NA	NA	"fisherman"	NA	NA	NA	1	21
1146	"590"	"<S2B-010$O>"	"S2B-010"	"1"	"461"	"O"	"northern ireland"	"bbc ni"	"1990-1994"	"male"	NA	NA	NA	NA	"fisherman"	NA	NA	NA	2	33
1147	"591"	"<S2B-010$P>"	"S2B-010"	"1"	"462"	"P"	"northern ireland"	"bbc ni"	"1990-1994"	"male"	NA	NA	NA	NA	"captain of fishing boat"	NA	NA	NA	1	47
1148	"592"	"<S2B-010$Q>"	"S2B-010"	"1"	"463"	"Q"	"northern ireland"	"bbc ni"	"1990-1994"	"male"	NA	NA	NA	NA	"newsreporter"	NA	NA	NA	7	133
1149	"1124"	"<S2B-011$A>"	"S2B-011"	"1"	"846"	"A"	"republic of ireland"	"rte news 1"	"1990-1994"	"male"	NA	"tipperary"	NA	NA	"broadcaster"	NA	NA	NA	29	458
1150	"1125"	"<S2B-011$B>"	"S2B-011"	"1"	"847"	"B"	"republic of ireland"	"rte news 1"	"1990-1994"	"male"	NA	NA	NA	NA	"broadcast reporter"	NA	NA	NA	11	237
1151	"1126"	"<S2B-011$C>"	"S2B-011"	"1"	"848"	"C"	"republic of ireland"	"rte news 1"	"1990-1994"	"female"	NA	NA	NA	NA	"broadcast reporter"	NA	NA	NA	18	366
1152	"1127"	"<S2B-011$D>"	"S2B-011"	"1"	"849"	"D"	"republic of ireland"	"rte news 1"	"1990-1994"	"male"	NA	NA	NA	NA	"racing commentator"	NA	NA	NA	6	122
1153	"1128"	"<S2B-011$E>"	"S2B-011"	"1"	"850"	"E"	"republic of ireland"	"rte news 1"	"1990-1994"	"male"	NA	NA	NA	NA	"broadcast reporter"	NA	NA	NA	9	133
1154	"1129"	"<S2B-011$F>"	"S2B-011"	"1"	"851"	"F"	"republic of ireland"	"rte news 1"	"1990-1994"	"female"	NA	NA	NA	NA	"na"	NA	NA	NA	1	10
1155	"1130"	"<S2B-011$G>"	"S2B-011"	"1"	"852"	"G"	"republic of ireland"	"rte news 1"	"1990-1994"	"male"	NA	NA	NA	NA	"na"	NA	NA	NA	2	5
1156	"1131"	"<S2B-011$H>"	"S2B-011"	"1"	"853"	"H"	"republic of ireland"	"rte news 1"	"1990-1994"	"male"	NA	NA	NA	NA	"na"	NA	NA	NA	4	15
1157	"1132"	"<S2B-011$I>"	"S2B-011"	"1"	"854"	"I"	"republic of ireland"	"rte news 1"	"1990-1994"	"female"	NA	NA	NA	NA	"department store manager"	NA	NA	NA	4	53
1158	"1133"	"<S2B-011$J>"	"S2B-011"	"1"	"855"	"J"	"republic of ireland"	"rte news 1"	"1990-1994"	"female"	NA	NA	NA	"postgraduate qualification"	"weather reporter"	NA	NA	NA	21	445
1159	"1134"	"<S2B-012$A>"	"S2B-012"	"1"	"856"	"A"	"republic of ireland"	"rte news 2"	"1990-1994"	"male"	NA	NA	NA	NA	"broadcaster"	NA	NA	NA	29	496
1160	"1135"	"<S2B-012$B>"	"S2B-012"	"1"	"857"	"B"	"republic of ireland"	"rte news 2"	"1990-1994"	"female"	NA	NA	NA	NA	"broadcast reporter"	NA	NA	NA	16	258
1161	"1136"	"<S2B-012$C>"	"S2B-012"	"1"	"858"	"C"	"republic of ireland"	"rte news 2"	"1990-1994"	"male"	NA	NA	NA	NA	"broadcast reporter"	NA	NA	NA	10	161
1162	"1137"	"<S2B-012$D>"	"S2B-012"	"1"	"837"	"D"	"republic of ireland"	"rte news 2"	"1990-1994"	"male"	"34-41"	"dublin (city)"	"dublin (city)"	"postgraduate qualification"	"politician economist"	NA	"english"	"french & irish gaelic"	3	83
1163	"1138"	"<S2B-012$E>"	"S2B-012"	"1"	"860"	"E"	"mixed between ni and roi"	"rte news 2"	"1990-1994"	"male"	NA	NA	NA	NA	"company representative"	NA	NA	NA	3	51
1164	"1139"	"<S2B-012$F>"	"S2B-012"	"1"	"861"	"F"	"republic of ireland"	"rte news 2"	"1990-1994"	"male"	NA	NA	NA	NA	"broadcast reporter"	NA	NA	NA	9	213
1165	"1140"	"<S2B-012$G>"	"S2B-012"	"1"	"862"	"G"	"republic of ireland"	"rte news 2"	"1990-1994"	"male"	NA	NA	NA	NA	"broadcast reporter"	NA	NA	NA	9	163
1166	"1141"	"<S2B-012$H>"	"S2B-012"	"1"	"863"	"H"	"republic of ireland"	"rte news 2"	"1990-1994"	"female"	NA	NA	NA	NA	"na"	NA	NA	NA	2	16
1167	"1142"	"<S2B-012$I>"	"S2B-012"	"1"	"864"	"I"	"republic of ireland"	"rte news 2"	"1990-1994"	"female"	NA	NA	"mayo"	NA	"na"	NA	NA	NA	2	13
1168	"1143"	"<S2B-012$J>"	"S2B-012"	"1"	"865"	"J"	"republic of ireland"	"rte news 2"	"1990-1994"	"male"	NA	NA	"mayo"	NA	"na"	NA	NA	NA	2	7
1169	"1144"	"<S2B-012$K>"	"S2B-012"	"1"	"866"	"K"	"non-corpus speaker"	"rte news 2"	"1990-1994"	"male"	NA	"england"	"england"	NA	"na"	NA	NA	NA	1	0
1170	"1145"	"<S2B-012$L>"	"S2B-012"	"1"	"867"	"L"	"republic of ireland"	"rte news 2"	"1990-1994"	"male"	NA	NA	"mayo"	NA	"curate"	"catholic"	NA	NA	3	75
1171	"1146"	"<S2B-012$M>"	"S2B-012"	"1"	"868"	"M"	"republic of ireland"	"rte news 2"	"1990-1994"	"female"	NA	NA	NA	NA	"sports reporter"	NA	NA	NA	16	330
1172	"1147"	"<S2B-012$N>"	"S2B-012"	"1"	"869"	"N"	"republic of ireland"	"rte news 2"	"1990-1994"	"male"	NA	NA	NA	NA	"sports reporter"	NA	NA	NA	8	157
1173	"1148"	"<S2B-012$O>"	"S2B-012"	"1"	"870"	"O"	"republic of ireland"	"rte news 2"	"1990-1994"	"female"	NA	NA	NA	NA	"sports reporter"	NA	NA	NA	5	122
1174	"1149"	"<S2B-012$P>"	"S2B-012"	"1"	"859"	"P"	"republic of ireland"	"rte news 2"	"1990-1994"	"male"	NA	NA	NA	NA	"trade union representative"	NA	NA	NA	3	41
1175	"1150"	"<S2B-012$Q>"	"S2B-012"	"1"	"871"	"Q"	"republic of ireland"	"rte news 2"	"1990-1994"	"male"	NA	NA	NA	NA	"trade union representative"	NA	NA	NA	1	37
1176	"1151"	"<S2B-013$A>"	"S2B-013"	"1"	"872"	"A"	"republic of ireland"	"morning ireland"	"1990-1994"	"male"	"42-49"	NA	"dublin (city)"	"postgraduate qualification"	"broadcaster"	NA	NA	NA	17	261
1177	"1152"	"<S2B-013$B>"	"S2B-013"	"1"	"873"	"B"	"republic of ireland"	"morning ireland"	"1990-1994"	"female"	NA	"dublin (city)"	"dublin (city)"	"first degree"	"broadcaster journalist"	NA	NA	NA	29	494
1178	"1153"	"<S2B-013$C>"	"S2B-013"	"1"	"874"	"C"	"republic of ireland"	"morning ireland"	"1990-1994"	"male"	NA	NA	NA	NA	"broadcast reporter"	NA	NA	NA	5	130
1179	"1154"	"<S2B-013$D>"	"S2B-013"	"1"	"875"	"D"	"republic of ireland"	"morning ireland"	"1990-1994"	"male"	"50+"	NA	"dublin (city)"	"non-degree tertiary qualification"	"trade union official"	"catholic"	"english"	"irish gaelic"	2	64
1180	"1155"	"<S2B-013$E>"	"S2B-013"	"1"	"876"	"E"	"republic of ireland"	"morning ireland"	"1990-1994"	"female"	NA	NA	"dublin (county)"	NA	"broadcaster journalist"	NA	NA	NA	8	152
1181	"1156"	"<S2B-013$F>"	"S2B-013"	"1"	"877"	"F"	"republic of ireland"	"morning ireland"	"1990-1994"	"female"	NA	NA	NA	NA	"broadcast reporter"	NA	NA	NA	7	169
1182	"1157"	"<S2B-013$G>"	"S2B-013"	"1"	"879"	"G"	"republic of ireland"	"morning ireland"	"1990-1994"	"male"	NA	NA	NA	NA	"journalist writer"	NA	NA	NA	23	519
1183	"1158"	"<S2B-013$H>"	"S2B-013"	"1"	"878"	"H"	"mixed between ni and roi"	"morning ireland"	"1990-1994"	"male"	"34-41"	NA	"belfast"	"postgraduate qualification"	"broadcaster journalist"	"catholic"	"english"	NA	9	158
1184	"1159"	"<S2B-014$A>"	"S2B-014"	"1"	"880"	"A"	"republic of ireland"	"cork radio"	"1990-1994"	"female"	NA	NA	NA	NA	"broadcaster"	NA	NA	NA	25	456
1185	"1160"	"<S2B-014$B>"	"S2B-014"	"1"	"881"	"B"	"republic of ireland"	"cork radio"	"1990-1994"	"female"	NA	NA	NA	NA	"broadcast reporter"	NA	NA	NA	7	138
1186	"1161"	"<S2B-014$C>"	"S2B-014"	"1"	"882"	"C"	"republic of ireland"	"cork radio"	"1990-1994"	"male"	NA	NA	"cork (county)"	NA	"na"	NA	NA	NA	5	87
1187	"1162"	"<S2B-014$D>"	"S2B-014"	"1"	"883"	"D"	"republic of ireland"	"cork radio"	"1990-1994"	"female"	NA	NA	"cork (county)"	NA	"na"	NA	NA	NA	6	65
1188	"1163"	"<S2B-014$E>"	"S2B-014"	"1"	"884"	"E"	"republic of ireland"	"cork radio"	"1990-1994"	"female"	NA	NA	NA	NA	"trade union representative"	NA	NA	NA	4	107
1189	"1164"	"<S2B-014$F>"	"S2B-014"	"1"	"885"	"F"	"republic of ireland"	"cork radio"	"1990-1994"	"male"	NA	NA	NA	NA	"sports reporter"	NA	NA	NA	32	667
1190	"1165"	"<S2B-014$G>"	"S2B-014"	"1"	"886"	"G"	"republic of ireland"	"cork radio"	"1990-1994"	"male"	NA	NA	NA	NA	"sports official"	NA	NA	NA	13	164
1191	"1166"	"<S2B-014$H>"	"S2B-014"	"1"	"887"	"H"	"republic of ireland"	"cork radio"	"1990-1994"	"female"	NA	NA	NA	NA	"student hockey player"	NA	NA	NA	9	292
1192	"1167"	"<S2B-015$A>"	"S2B-015"	"1"	"846"	"A"	"republic of ireland"	"rte radio news 1"	"1990-1994"	"male"	NA	"tipperary"	NA	NA	"broadcaster"	NA	NA	NA	55	1008
1193	"1168"	"<S2B-015$B>"	"S2B-015"	"1"	"877"	"B"	"republic of ireland"	"rte radio news 1"	"1990-1994"	"female"	NA	NA	NA	NA	"broadcast reporter"	NA	NA	NA	7	151
1194	"1169"	"<S2B-015$C>"	"S2B-015"	"1"	"889"	"C"	"republic of ireland"	"rte radio news 1"	"1990-1994"	"male"	NA	NA	NA	NA	"bishop"	"catholic"	NA	NA	3	88
1195	"1170"	"<S2B-015$D>"	"S2B-015"	"1"	"890"	"D"	"republic of ireland"	"rte radio news 1"	"1990-1994"	"male"	NA	NA	NA	NA	"journalist"	NA	NA	NA	6	85
1196	"1171"	"<S2B-015$E>"	"S2B-015"	"1"	"891"	"E"	"republic of ireland"	"rte radio news 1"	"1990-1994"	"male"	"50+"	NA	NA	"postgraduate qualification"	"politician solicitor"	"catholic"	"english & irish gaelic"	NA	3	106
1197	"1172"	"<S2B-015$F>"	"S2B-015"	"1"	"862"	"F"	"republic of ireland"	"rte radio news 1"	"1990-1994"	"male"	NA	NA	NA	NA	"broadcast reporter"	NA	NA	NA	9	225
1198	"1173"	"<S2B-015$G>"	"S2B-015"	"1"	"892"	"G"	"republic of ireland"	"rte radio news 1"	"1990-1994"	"male"	"26-33"	"dublin (city)"	"dublin (city)"	"first degree"	"broadcast journalist"	"catholic"	"english"	NA	15	266
1199	"1174"	"<S2B-015$H>"	"S2B-015"	"1"	"893"	"H"	"republic of ireland"	"rte radio news 1"	"1990-1994"	"male"	"34-41"	"dublin (city)"	"dublin (city)"	"secondary school qualification"	"broadcast journalist"	"protestant"	"english"	NA	4	110
1200	"1175"	"<S2B-016$A>"	"S2B-016"	"1"	"846"	"A"	"republic of ireland"	"rte radio news 2"	"1990-1994"	"male"	NA	"tipperary"	NA	NA	"broadcaster"	NA	NA	NA	35	658
1201	"1176"	"<S2B-016$B>"	"S2B-016"	"1"	"876"	"B"	"republic of ireland"	"rte radio news 2"	"1990-1994"	"female"	NA	NA	"dublin (county)"	NA	"broadcaster journalist"	NA	NA	NA	4	101
1202	"1177"	"<S2B-016$C>"	"S2B-016"	"1"	"734"	"C"	"republic of ireland"	"rte radio news 2"	"1990-1994"	"male"	"50+"	"roscommon"	"dublin (city)"	"first degree"	"politician company director"	"catholic"	"english & irish gaelic"	"french & greek"	2	41
1203	"1178"	"<S2B-016$D>"	"S2B-016"	"1"	"888"	"D"	"republic of ireland"	"rte radio news 2"	"1990-1994"	"male"	"34-41"	NA	"kildare"	"non-degree tertiary qualification"	"broadcast journalist"	"catholic"	"english"	"irish gaelic"	9	192
1204	"1179"	"<S2B-016$E>"	"S2B-016"	"1"	"713"	"E"	"republic of ireland"	"rte radio news 2"	"1990-1994"	"male"	"50+"	"dublin (city)"	"dublin (city)"	"secondary school qualification"	"politician"	"catholic"	"english"	"irish gaelic"	3	95
1205	"1180"	"<S2B-016$F>"	"S2B-016"	"1"	"894"	"F"	"republic of ireland"	"rte radio news 2"	"1990-1994"	"male"	"26-33"	"dublin (city)"	"dublin (city)"	"first degree"	"broadcaster"	"catholic"	"english & irish gaelic"	NA	29	479
1206	"1181"	"<S2B-016$G>"	"S2B-016"	"1"	"895"	"G"	"republic of ireland"	"rte radio news 2"	"1990-1994"	"male"	NA	NA	NA	NA	"investment analyst"	NA	NA	NA	4	131
1207	"1182"	"<S2B-016$H>"	"S2B-016"	"1"	"896"	"H"	"republic of ireland"	"rte radio news 2"	"1990-1994"	"male"	"42-49"	"dublin (city)"	"wicklow"	"secondary school qualification"	"consultant"	"catholic"	"irish gaelic"	NA	11	386
1208	"1183"	"<S2B-017$A>"	"S2B-017"	"1"	"897"	"A"	"republic of ireland"	"rte radio news 3"	"1990-1994"	"male"	NA	NA	NA	NA	"newscaster"	NA	NA	NA	20	343
1209	"1184"	"<S2B-017$B>"	"S2B-017"	"1"	"873"	"B"	"republic of ireland"	"rte radio news 3"	"1990-1994"	"female"	NA	"dublin (city)"	"dublin (city)"	"first degree"	"broadcaster journalist"	NA	NA	NA	37	692
1210	"1185"	"<S2B-017$C>"	"S2B-017"	"1"	"898"	"C"	"republic of ireland"	"rte radio news 3"	"1990-1994"	"male"	NA	NA	NA	NA	"broadcast journalist"	NA	NA	NA	7	174
1211	"1186"	"<S2B-017$D>"	"S2B-017"	"1"	"899"	"D"	"republic of ireland"	"rte radio news 3"	"1990-1994"	"male"	"50+"	"dublin (city)"	NA	NA	"broadcast reporter"	NA	NA	NA	8	167
1212	"1187"	"<S2B-017$E>"	"S2B-017"	"1"	"900"	"E"	"republic of ireland"	"rte radio news 3"	"1990-1994"	"male"	NA	NA	NA	NA	"broadcast reporter"	NA	NA	NA	6	152
1213	"1188"	"<S2B-017$F>"	"S2B-017"	"1"	"888"	"F"	"republic of ireland"	"rte radio news 3"	"1990-1994"	"male"	"34-41"	NA	"kildare"	"non-degree tertiary qualification"	"broadcast journalist"	"catholic"	"english"	"irish gaelic"	7	151
1214	"1189"	"<S2B-018$A>"	"S2B-018"	"1"	"897"	"A"	"republic of ireland"	"rte radio news 4"	"1990-1994"	"male"	NA	NA	NA	NA	"newscaster"	NA	NA	NA	11	229
1215	"1196"	"<S2B-018$H>"	"S2B-018"	"1"	"906"	"H"	"republic of ireland"	"rte radio news 4"	"1990-1994"	"male"	NA	NA	NA	NA	"journalist"	NA	NA	NA	9	197
1216	"1197"	"<S2B-019$A>"	"S2B-019"	"1"	"846"	"A"	"republic of ireland"	"rte radio news 5"	"1990-1994"	"male"	NA	"tipperary"	NA	NA	"broadcaster"	NA	NA	NA	42	756
1217	"1198"	"<S2B-019$B>"	"S2B-019"	"1"	"907"	"B"	"republic of ireland"	"rte radio news 5"	"1990-1994"	"male"	"34-41"	"dublin (city)"	"dublin (city)"	"first degree"	"broadcast journalist"	"catholic"	"english"	NA	9	197
1218	"1199"	"<S2B-019$C>"	"S2B-019"	"1"	"283"	"C"	"northern ireland"	"rte radio news 5"	"1990-1994"	"male"	"42-49"	"belfast"	"belfast"	"secondary school qualification"	"politician"	"protestant"	NA	NA	3	85
1219	"1200"	"<S2B-019$D>"	"S2B-019"	"1"	"908"	"D"	"non-corpus speaker"	"rte radio news 5"	"1990-1994"	"male"	"50+"	"england"	"england"	"postgraduate qualification"	"politician"	NA	NA	NA	2	0
1220	"1201"	"<S2B-019$E>"	"S2B-019"	"1"	"909"	"E"	"northern ireland"	"rte radio news 5"	"1990-1994"	"male"	"34-41"	"tyrone"	"belfast"	"secondary school qualification"	"broadcast journalist"	"catholic"	"english"	"french & irish gaelic"	7	163
1221	"1202"	"<S2B-019$F>"	"S2B-019"	"1"	"903"	"F"	"republic of ireland"	"rte radio news 5"	"1990-1994"	"male"	"34-41"	NA	"sligo"	"non-degree tertiary qualification"	"broadcaster journalist"	"catholic"	"english"	"french & irish gaelic"	9	134
1222	"1203"	"<S2B-019$G>"	"S2B-019"	"1"	"750"	"G"	"republic of ireland"	"rte radio news 5"	"1990-1994"	"male"	"42-49"	"dublin (city)"	"dublin (city)"	NA	"politician accountant"	"catholic"	NA	NA	5	140
1223	"1204"	"<S2B-019$H>"	"S2B-019"	"1"	"910"	"H"	"republic of ireland"	"rte radio news 5"	"1990-1994"	"male"	"26-33"	"dublin (city)"	"dublin (city)"	"first degree"	"broadcast journalist"	"catholic"	"english"	"irish gaelic"	8	105
1224	"1205"	"<S2B-019$I>"	"S2B-019"	"1"	"911"	"I"	"republic of ireland"	"rte radio news 5"	"1990-1994"	"male"	"42-49"	"donegal"	"dublin (city)"	"postgraduate qualification"	"trade union official"	"catholic"	"english"	NA	2	59
1225	"1206"	"<S2B-019$J>"	"S2B-019"	"1"	"912"	"J"	"republic of ireland"	"rte radio news 5"	"1990-1994"	"male"	NA	NA	NA	NA	"health employers official"	NA	NA	NA	4	64
1226	"1207"	"<S2B-019$K>"	"S2B-019"	"1"	"902"	"K"	"mixed between ni and roi"	"rte radio news 5"	"1990-1994"	"male"	"34-41"	NA	NA	"first degree"	"broadcaster journalist"	"catholic"	"english"	"spanish"	13	230
1227	"1208"	"<S2B-020$A>"	"S2B-020"	"1"	"900"	"A"	"republic of ireland"	"rte radio news 6"	"1990-1994"	"male"	NA	NA	NA	NA	"broadcaster"	NA	NA	NA	27	370
1228	"1209"	"<S2B-020$B>"	"S2B-020"	"1"	"873"	"B"	"republic of ireland"	"rte radio news 6"	"1990-1994"	"female"	NA	"dublin (city)"	"dublin (city)"	"first degree"	"broadcaster journalist"	NA	NA	NA	42	807
1229	"1210"	"<S2B-020$C>"	"S2B-020"	"1"	"913"	"C"	"republic of ireland"	"rte radio news 6"	"1990-1994"	"male"	NA	"dublin (city)"	NA	"postgraduate qualification"	"journalist"	NA	NA	NA	42	814
1230	"593"	"<S2B-021$A>"	"S2B-021"	"1"	"464"	"A"	"northern ireland"	"storytelling"	"1990-1994"	"female"	NA	NA	NA	NA	"radio presenter"	NA	NA	NA	22	513
1231	"594"	"<S2B-021$B>"	"S2B-021"	"1"	"465"	"B"	"northern ireland"	"storytelling"	"1990-1994"	"male"	NA	NA	NA	NA	"writer"	NA	NA	NA	46	746
1232	"595"	"<S2B-021$C>"	"S2B-021"	"1"	"466"	"C"	"northern ireland"	"storytelling"	"1990-1994"	"male"	NA	NA	NA	NA	"writer"	NA	NA	NA	17	284
1233	"596"	"<S2B-021$D>"	"S2B-021"	"1"	"467"	"D"	"northern ireland"	"storytelling"	"1990-1994"	"male"	NA	NA	NA	NA	"na"	NA	NA	NA	21	472
